timeTick, roll, pitch, yaw, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, FlowX, FlowY, commandT, commandR, commandP, commandYR, m1, m2, m3, m4, otX0, otY0, otZ0, otRoll0, otPitch0, otYaw0, CameraTime
29376, -1.0668190717697144, 0.1510891318321228, -0.6732529997825623, -0.005630502477288246, -0.0005336258327588439, 0.02044854499399662, -0.005305059254169464, 0.004535374231636524, -0.003972603473812342, -25.0, 22.0, 22828.0, 3941.0, 2585.0, -32767.0, 38157.0, 23792.0, 44169.0, 22699.0, 0.016807548701763153, -0.016790276393294334, 0.04719226062297821, 0.31249755271382085, 0.7462078161629222, 6.716856685430987, 22033.0
29556, 0.6366126537322998, 0.190597802400589, -0.3748071491718292, -0.012645618990063667, 0.010271566919982433, 0.01920982263982296, -0.01488303393125534, 0.02657691203057766, 0.11103302240371704, -1.0, 1.0, 24563.0, -1276.0, 454.0, -32767.0, 37302.0, 24463.0, 41938.0, 25122.0, 0.016431087628006935, -0.013772590085864067, 0.04866888001561165, 0.6280588147564428, -0.09442454287281521, 5.535026013707618, 22033.0
29616, -1.1576250791549683, -0.3829959034919739, -1.1309881210327148, -0.015477954410016537, 0.01534230075776577, 0.023853370919823647, -0.026485854759812355, 0.045759283006191254, -0.037689030170440674, -44.0, -15.0, 24793.0, 7787.0, 1292.0, 32767.0, 37302.0, 24463.0, 41938.0, 25122.0, 0.018382223322987556, -0.023207247257232666, 0.053318463265895844, -3.639509036895956, -0.36930227162579854, 7.844837378561066, 22033.0
29736, -1.574621319770813, -0.10506261140108109, -1.1275829076766968, -0.008524904027581215, 0.034124258905649185, 0.024129517376422882, 0.020479051396250725, 0.10698535293340683, -0.029209494590759277, -5.0, -6.0, 24793.0, 2269.0, 2831.0, -32767.0, 37556.0, 28056.0, 46872.0, 21530.0, 0.02177412249147892, -0.018812356516718864, 0.05115392804145813, -1.3011560811397707, -1.3146274931871744, 8.414717142244227, 22033.0
29896, -0.9883232116699219, -0.1729176938533783, -0.11223602294921875, -0.028954999521374702, 0.06240881234407425, 0.016096219420433044, -0.05194975063204765, 0.17164546251296997, 0.029905900359153748, -32.0, 0.0, 25247.0, 4678.0, -1306.0, 27057.0, 37331.0, 23706.0, 25573.0, 25921.0, 0.026526395231485367, -0.026968874037265778, 0.05229392275214195, -1.8753612328304226, -0.9422806072925312, 10.939120022052492, 24433.0
30176, -0.3282518684864044, -0.24495232105255127, -0.3350268304347992, -0.02051866240799427, 0.08266047388315201, 0.02107323706150055, -0.0010835140710696578, 0.09596683084964752, 0.11791825294494629, -6.0, 5.0, 25462.0, 1161.0, 714.0, 32767.0, 37447.0, 25789.0, 45933.0, 25209.0, 0.02859184518456459, -0.016047492623329163, 0.055832721292972565, 0.2084500091838685, -1.9131689131846485, 4.238542312390618, 24433.0
30286, -0.007934997789561749, -0.7832421660423279, -0.12506799399852753, -0.01942615956068039, 0.08472840487957001, 0.01999477483332157, 0.00975686963647604, 0.07295187562704086, 0.187364861369133, -4.0, -2.0, 29482.0, -1023.0, 687.0, -2721.0, 37606.0, 31033.0, 36680.0, 27467.0, 0.03409784659743309, -0.01195043046027422, 0.06788350641727448, 0.23011092465922509, -3.998737553283405, 6.273250369612124, 24433.0
30526, -1.1536451578140259, 0.5464258790016174, -1.489964485168457, -0.04068918898701668, 0.12062091380357742, 0.016550038009881973, -0.10394877940416336, 0.1956309974193573, -0.028464334085583687, 0.0, 0.0, 30823.0, -1477.0, -61.0, 26125.0, 37606.0, 28644.0, 65396.0, 33001.0, 0.09446032345294952, 0.01581452041864395, 0.11188297718763351, 4.751893715049129, -4.275349739621646, 7.440370726016429, 24433.0
30536, -1.3039391040802002, 0.13751479983329773, -1.0432336330413818, -0.04068918898701668, 0.12062091380357742, 0.016550038009881973, -0.10394877940416336, 0.1956309974193573, -0.028464334085583687, 0.0, 0.0, 30823.0, -1477.0, -61.0, 26125.0, 37606.0, 28644.0, 65396.0, 33001.0, 0.10134786367416382, 0.011494586244225502, 0.11654334515333176, 4.057058011420534, -4.20196093014431, 10.738211062105037, 24433.0
30596, 0.7530636787414551, -0.6554036140441895, -0.2518254816532135, -0.02083572931587696, 0.10462358593940735, 0.0251848753541708, 0.022313550114631653, 0.061128515750169754, 0.001106464071199298, 52.0, 11.0, 32164.0, -6596.0, -442.0, 10997.0, 37724.0, 34367.0, 41630.0, 28620.0, 0.12359204888343811, 0.014266607351601124, 0.13587825000286102, 5.4643235380667425, -3.7636658873627766, 10.271777831360879, 24433.0
