timeTick, roll, pitch, yaw, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, FlowX, FlowY, commandT, commandR, commandP, commandYR, m1, m2, m3, m4, otX0, otY0, otZ0, otRoll0, otPitch0, otYaw0, CameraTime
24896, 2.683256149291992, -3.2349236011505127, 1.4660100936889648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6167840361595154, 7.56140798330307e-05, 2.011451005935669, 3.171120010441839, -4.551188121305927, 1.1603184818659982, 0
24906, 1.9583563804626465, -3.2475414276123047, -0.7420410513877869, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6167840361595154, 7.56140798330307e-05, 2.011451005935669, 3.171120010441839, -4.551188121305927, 1.1603184818659982, 0
24916, 2.465100049972534, -3.1432223320007324, 2.391136646270752, 0.726935625076294, -0.455066442489624, 1.9427188634872437, 0.7069321274757385, -0.28332409262657166, 0.9585118889808655, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6260637640953064, 0.00046022236347198486, 2.0371968746185303, 3.3546147344923534, -4.458420459055446, -1.1496982709102959, 0
24926, 2.6715548038482666, -3.425713539123535, 0.8316835761070251, 0.7351568937301636, -0.4477638304233551, 1.9519613981246948, 0.7111002802848816, -0.2705555558204651, 0.889030933380127, -11.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6378819942474365, -0.0008491585031151772, 2.0695385932922363, 2.7073042478921896, -4.141735690226824, -1.7827624637554063, 0
24936, 2.5330660343170166, -3.1426286697387695, 2.878689765930176, 0.7391543984413147, -0.44840899109840393, 1.9615894556045532, 0.7214756011962891, -0.2786175012588501, 1.03557288646698, 2.0, 0.0, 42215.0, -1503.0, 2860.0, 11735.0, 0, 0, 0, 0, 0.65386563539505, -0.003844254184514284, 2.112366199493408, 2.3655084440679617, -4.474042363861599, 0.38563108683277325, 0
24946, 2.7884254455566406, -3.1880197525024414, 1.9471991062164307, 0.7474229335784912, -0.4515581429004669, 1.9704476594924927, 0.7266860604286194, -0.2814670205116272, 0.9838657379150391, -2.0, -2.0, 42215.0, -3393.0, 590.0, 26419.0, 38049.0, 38775.0, 14076.0, 45655.0, 0.6685247421264648, -0.006341328378766775, 2.1522862911224365, 1.965189667661114, -4.603938617343431, 0.8032599781742679, 0
24956, 2.849924087524414, -3.085425615310669, 1.3912397623062134, 0.7510182857513428, -0.4524214267730713, 1.980312705039978, 0.7276861071586609, -0.28331369161605835, 0.9883154034614563, -2.0, 1.0, 42215.0, -1859.0, 1550.0, 19293.0, 38131.0, 40946.0, 22974.0, 43484.0, 0.6887274384498596, -0.008483183570206165, 2.2090234756469727, -0.964619928499091, -4.374556354554386, -1.9470840601174058, 0
24966, 2.57576847076416, -3.013507604598999, 1.843021035194397, 0.7557922601699829, -0.4528346359729767, 1.9903273582458496, 0.7313171625137329, -0.28601452708244324, 1.013853907585144, 1.0, 0.0, 42215.0, -651.0, 1488.0, 13288.0, 38081.0, 41774.0, 18648.0, 42655.0, 0.7070561051368713, -0.009608525782823563, 2.2579476833343506, 1.3800150397119657, -4.1083792289261964, -2.905451357272329, 20748.0
24976, 2.361928939819336, -3.078134298324585, 1.8694567680358887, 0.7637766003608704, -0.4598276615142822, 2.0003983974456787, 0.7369487881660461, -0.29554039239883423, 1.0009781122207642, 6.0, -1.0, 42215.0, -1654.0, 1812.0, 29067.0, 38240.0, 41732.0, 11806.0, 42697.0, 0.7259873747825623, -0.012844651006162167, 2.313981533050537, 0.6094132800499252, -3.4830145886336368, -4.38927613293151, 20748.0
24986, 2.4054665565490723, -3.1722664833068848, 1.074118971824646, 0.7711350917816162, -0.4627741873264313, 2.009714126586914, 0.7346148490905762, -0.2943347692489624, 0.8621917963027954, 0.0, -3.0, 42215.0, -1884.0, 1786.0, 1933.0, 38173.0, 41047.0, 29587.0, 43383.0, 0.7502945065498352, -0.01534472219645977, 2.3744819164276123, 1.1275157892875949, -4.977817685891409, -1.5256291342386417, 20748.0
